"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"128","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","artsAndCulture","Unknowable Preference","Unknowable","uni",80,40,TRUE,FALSE,"for",TRUE,20,60,40,"independent","con",NA,"4","0",0.5,1,13.47015,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-2:TW-con-0:TW-con-3","1"
"1.1134","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","dozen","Knowable Facts","Knowable ","media",100,100,TRUE,FALSE,"for",FALSE,0,0,0,"independent","con",NA,"4","0",0.5,1,13.47015,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-3:TW-con-1:TW-con-0","17"
"1.2134","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","jellyfish","Knowable Facts","Knowable ","uni",41,33,FALSE,TRUE,"against",FALSE,59,67,8,"dependent","con",NA,"1","0",0.5,1,13.47015,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-3:TW-con-1:TW-con-0","5"
"1.328","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","longestWithoutSleep","Knowable Facts","Knowable ","media",68,43,TRUE,FALSE,"for",TRUE,32,57,25,"independent","con",NA,"4","0",0.5,1,13.47015,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-0:TW-con-2","27"
"1.428","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","loudestShout","Knowable Facts","Knowable ","media",62,70,FALSE,FALSE,"for",FALSE,62,70,8,"independent","pro",NA,"4","0",0.5,1,13.47015,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-3:TW-pro-1:TW-pro-0","29"
"1.528","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","militaryService","Unknowable Preference","Unknowable","media",44,43,TRUE,TRUE,"against",FALSE,44,43,-1,"contested","pro","con","2","2",0.5,1,13.47015,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-1:TW-con-1:TW-pro-0:TW-con-0","24"
"1.628","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","minorEarthquake","Knowable Eyewitness","Knowable ","media",56,66,FALSE,FALSE,"for",FALSE,56,66,10,"dependent","pro",NA,"1","0",0.5,1,13.47015,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","23"
"1.728","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","nerd","Knowable Facts","Knowable ","media",38,52,TRUE,TRUE,"against",TRUE,38,52,14,"dependent","pro",NA,"1","0",0.5,1,13.47015,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-0:TW-pro-2","20"
"1.828","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","noSmoking","Unknowable Preference","Unknowable","media",30,27,TRUE,TRUE,"against",FALSE,30,27,-3,"contested","pro","con","2","2",0.5,1,13.47015,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-1:TW-con-0","10"
"1.928","21","b38709b6-a427-4dc4-8a9a-31f632fe3d98","2","A","oldestTree","Knowable Eyewitness","Knowable ","media",52,75,FALSE,FALSE,"for",FALSE,52,75,23,"dependent","pro",NA,"1","0",0.5,1,13.47015,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-2:TW-pro-0","21"
