"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"1158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","aiBan","Unknowable Expert","Unknowable","uni",15,8,FALSE,TRUE,"against",FALSE,85,92,7,"dependent","con",NA,"1","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-2:TW-con-0","21"
"1.11000","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","avocado","Unknowable Expert","Unknowable","media",28,18,FALSE,TRUE,"against",FALSE,72,82,10,"independent","con",NA,"4","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-0:TW-con-2:TW-con-3","13"
"1.21000","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","bank","Knowable Facts","Knowable ","media",78,36,FALSE,FALSE,"for",TRUE,78,36,-42,"contested","pro","con","2","2",0.5,1,37.1413666666667,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-0:TW-con-1:TW-pro-1","27"
"1.3158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","beautyPageants","Unknowable Preference","Unknowable","media",12,28,TRUE,TRUE,"against",FALSE,12,28,16,"contested","pro","con","2","2",0.5,1,37.1413666666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-0:TW-pro-1:TW-con-0:TW-con-1","9"
"1.4158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","books","Unknowable Preference","Unknowable","media",50,26,FALSE,FALSE,"equal",NA,50,74,24,"independent","con",NA,"4","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-0:TW-con-1","25"
"1.5158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","burningBuilding","Knowable Eyewitness","Knowable ","media",79,83,FALSE,FALSE,"for",FALSE,79,83,4,"independent","pro",NA,"4","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","18"
"1.6158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","chameleons","Knowable Facts","Knowable ","uni",81,28,TRUE,FALSE,"for",TRUE,19,72,53,"independent","con",NA,"4","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-0:TW-con-2:TW-con-3","15"
"1.7158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","chessGrandmaster","Knowable Eyewitness","Knowable ","uni",16,74,TRUE,TRUE,"against",TRUE,16,74,58,"dependent","pro",NA,"1","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","16"
"1.8158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","cleanCoal","Unknowable Expert","Unknowable","uni",71,82,FALSE,FALSE,"for",FALSE,71,82,11,"dependent","pro",NA,"1","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-2:TW-pro-0","6"
"1.9158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","cleopatra","Knowable Facts","Knowable ","media",26,71,TRUE,TRUE,"against",TRUE,26,71,45,"independent","pro",NA,"4","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","4"
"1.10158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","cloud","Knowable Facts","Knowable ","uni",80,82,FALSE,FALSE,"for",FALSE,80,82,2,"contested","pro","con","2","2",0.5,1,37.1413666666667,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-0:TW-pro-1","22"
"1.11197","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","dinosaurFossil","Knowable Eyewitness","Knowable ","uni",76,53,FALSE,FALSE,"for",FALSE,76,53,-23,"contested","pro","con","2","2",0.5,1,37.1413666666667,"disagrees:agrees:agrees:disagrees","TW-0:TW-con-0:TW-pro-1:TW-pro-0:TW-con-1","14"
"1.12174","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","dogsOrCats","Unknowable Preference","Unknowable","uni",99,77,FALSE,FALSE,"for",FALSE,99,77,-22,"contested","pro","con","2","2",0.5,1,37.1413666666667,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-1:TW-pro-0","24"
"1.13161","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","duckQuack","Knowable Facts","Knowable ","uni",81,86,FALSE,FALSE,"for",FALSE,81,86,5,"independent","pro",NA,"4","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-1:TW-pro-2:TW-pro-3","1"
"1.14158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","ducks","Knowable Eyewitness","Knowable ","media",75,54,FALSE,FALSE,"for",FALSE,75,54,-21,"contested","pro","con","2","2",0.5,1,37.1413666666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-1:TW-con-0","8"
"1.15158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","eiffelTower","Knowable Facts","Knowable ","media",81,14,TRUE,FALSE,"for",TRUE,19,86,67,"dependent","con",NA,"1","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-0:TW-con-1:TW-con-2","11"
"1.16158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","elephantsEscape","Knowable Eyewitness","Knowable ","media",17,2,FALSE,TRUE,"against",FALSE,83,98,15,"independent","con",NA,"4","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-2:TW-con-3:TW-con-0","10"
"1.17158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","enormousPearl","Knowable Eyewitness","Knowable ","uni",91,11,TRUE,FALSE,"for",TRUE,9,89,80,"independent","con",NA,"4","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-0:TW-con-2:TW-con-1","5"
"1.18158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","fishing","Unknowable Preference","Unknowable","media",92,97,FALSE,FALSE,"for",FALSE,92,97,5,"dependent","pro",NA,"1","0",0.5,1,37.1413666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-2:TW-pro-1:TW-pro-0","12"
"1.19158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","gmoCrops","Unknowable Expert","Unknowable","uni",60,27,FALSE,FALSE,"for",TRUE,60,27,-33,"contested","pro","con","2","2",0.5,1,37.1413666666667,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-0:TW-con-0:TW-pro-1:TW-con-1","23"
"1.20158","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","goNuclear","Unknowable Expert","Unknowable","uni",29,13,FALSE,TRUE,"against",FALSE,71,87,16,"dependent","con",NA,"1","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-2:TW-con-0","7"
"1.21197","76","58552d10-6e9c-490a-b335-a312f9220acc","2","B","greenSpaces","Unknowable Expert","Unknowable","uni",86,90,TRUE,FALSE,"for",FALSE,14,10,-4,"dependent","con",NA,"1","0",0.5,1,37.1413666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-1:TW-con-0","20"
