"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"113","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","aiBan","Unknowable Expert","Unknowable","uni",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-0:TW-con-1","19"
"1.170","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","avocado","Unknowable Expert","Unknowable","media",20,20,FALSE,TRUE,"against",FALSE,80,80,0,"dependent","con",NA,"1","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-3:TW-con-1:TW-con-2","27"
"1.270","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","bank","Knowable Facts","Knowable ","media",50,75,FALSE,FALSE,"equal",NA,50,75,25,"independent","pro",NA,"4","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-0:TW-pro-2:TW-pro-3","2"
"1.313","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","beautyPageants","Unknowable Preference","Unknowable","media",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"independent","pro",NA,"4","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-3:TW-pro-1:TW-pro-2","1"
"1.413","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","books","Unknowable Preference","Unknowable","media",60,60,TRUE,FALSE,"for",FALSE,40,40,0,"dependent","con",NA,"1","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-1:TW-con-3:TW-con-0","0"
"1.513","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","burningBuilding","Knowable Eyewitness","Knowable ","media",50,50,FALSE,FALSE,"equal",NA,50,50,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-0:TW-con-1:TW-pro-1","28"
"1.613","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","chameleons","Knowable Facts","Knowable ","uni",50,50,FALSE,FALSE,"equal",NA,50,50,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-0:TW-con-1","17"
"1.713","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","chessGrandmaster","Knowable Eyewitness","Knowable ","uni",10,0,FALSE,TRUE,"against",FALSE,90,100,10,"dependent","con",NA,"1","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-3:TW-con-1:TW-con-2","6"
"1.813","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","cleanCoal","Unknowable Expert","Unknowable","uni",100,100,TRUE,FALSE,"for",FALSE,0,0,0,"independent","con",NA,"4","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-1:TW-con-2:TW-con-0","16"
"1.913","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","cleopatra","Knowable Facts","Knowable ","media",100,100,TRUE,FALSE,"for",FALSE,0,0,0,"independent","con",NA,"4","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-1:TW-con-2:TW-con-3","14"
"1.1013","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","cloud","Knowable Facts","Knowable ","uni",50,50,FALSE,FALSE,"equal",NA,50,50,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-1:TW-con-1:TW-pro-0:TW-con-0","3"
"1.1117","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","dinosaurFossil","Knowable Eyewitness","Knowable ","uni",50,50,FALSE,FALSE,"equal",NA,50,50,0,"independent","con",NA,"4","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-0:TW-con-1:TW-con-3","26"
"1.1215","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","dogsOrCats","Unknowable Preference","Unknowable","uni",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"independent","pro",NA,"4","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-1:TW-pro-2:TW-pro-3","20"
"1.1313","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","duckQuack","Knowable Facts","Knowable ","uni",50,0,FALSE,FALSE,"equal",NA,50,100,50,"independent","con",NA,"4","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-1:TW-con-0:TW-con-3","21"
"1.1413","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","ducks","Knowable Eyewitness","Knowable ","media",50,100,FALSE,FALSE,"equal",NA,50,100,50,"independent","pro",NA,"4","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-2:TW-pro-0","7"
"1.1513","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","eiffelTower","Knowable Facts","Knowable ","media",50,0,FALSE,FALSE,"equal",NA,50,100,50,"independent","con",NA,"4","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-0:TW-con-1","4"
"1.1613","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","elephantsEscape","Knowable Eyewitness","Knowable ","media",50,100,FALSE,FALSE,"equal",NA,50,100,50,"dependent","pro",NA,"1","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-2:TW-pro-0","11"
"1.1713","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","enormousPearl","Knowable Eyewitness","Knowable ","uni",50,100,FALSE,FALSE,"equal",NA,50,100,50,"dependent","pro",NA,"1","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-3:TW-pro-1:TW-pro-2","24"
"1.1813","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","fishing","Unknowable Preference","Unknowable","media",100,100,FALSE,FALSE,"for",FALSE,100,100,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-0:TW-pro-1","23"
"1.1913","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","gmoCrops","Unknowable Expert","Unknowable","uni",50,50,FALSE,FALSE,"equal",NA,50,50,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-1:TW-pro-1:TW-con-0:TW-pro-0","25"
"1.2013","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","goNuclear","Unknowable Expert","Unknowable","uni",100,100,FALSE,FALSE,"for",FALSE,100,100,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-0:TW-pro-1:TW-con-0:TW-con-1","15"
"1.2117","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","greenSpaces","Unknowable Expert","Unknowable","uni",90,90,TRUE,FALSE,"for",FALSE,10,10,0,"dependent","con",NA,"1","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-2:TW-con-0","9"
"1.2215","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","hardLabour","Unknowable Preference","Unknowable","uni",50,50,FALSE,FALSE,"equal",NA,50,50,0,"dependent","con",NA,"1","0",0.5,1,67.5048666666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-2:TW-con-0","5"
"1.2313","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","honey","Knowable Facts","Knowable ","uni",100,100,FALSE,FALSE,"for",FALSE,100,100,0,"contested","pro","con","2","2",0.5,1,67.5048666666667,"disagrees:agrees:agrees:disagrees","TW-0:TW-con-1:TW-pro-0:TW-pro-1:TW-con-0","13"
"1.2413","11","8dc29c2e-4a0f-49c5-8800-1d68573e9803","2","B","mathematicsSolve","Knowable Eyewitness","Knowable ","media",50,100,FALSE,FALSE,"equal",NA,50,100,50,"dependent","pro",NA,"1","0",0.5,1,67.5048666666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-1:TW-pro-3:TW-pro-2","29"
