"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"131","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","artsAndCulture","Unknowable Preference","Unknowable","uni",66,38,FALSE,FALSE,"for",TRUE,66,38,-28,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:agrees:agrees:disagrees","TW-0:TW-con-0:TW-pro-1:TW-pro-0:TW-con-1","26"
"1.1140","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","dozen","Knowable Facts","Knowable ","media",100,100,FALSE,FALSE,"for",FALSE,100,100,0,"dependent","pro",NA,"1","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-3:TW-pro-2:TW-pro-1","14"
"1.2140","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","jellyfish","Knowable Facts","Knowable ","uni",82,21,TRUE,FALSE,"for",TRUE,18,79,61,"dependent","con",NA,"1","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-2:TW-con-0","4"
"1.331","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","longestWithoutSleep","Knowable Facts","Knowable ","media",28,100,TRUE,TRUE,"against",TRUE,28,100,72,"independent","pro",NA,"4","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-1:TW-pro-0:TW-pro-3","10"
"1.431","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","loudestShout","Knowable Facts","Knowable ","media",86,20,FALSE,FALSE,"for",TRUE,86,20,-66,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-1:TW-pro-0","22"
"1.531","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","militaryService","Unknowable Preference","Unknowable","media",75,61,TRUE,FALSE,"for",FALSE,25,39,14,"independent","con",NA,"4","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-1:TW-con-3:TW-con-2","2"
"1.631","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","minorEarthquake","Knowable Eyewitness","Knowable ","media",84,100,FALSE,FALSE,"for",FALSE,84,100,16,"dependent","pro",NA,"1","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-3:TW-pro-2:TW-pro-1","11"
"1.731","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","nerd","Knowable Facts","Knowable ","media",38,71,TRUE,TRUE,"against",TRUE,38,71,33,"independent","pro",NA,"4","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-0:TW-pro-2","21"
"1.831","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","noSmoking","Unknowable Preference","Unknowable","media",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:agrees:agrees:disagrees","TW-0:TW-con-1:TW-pro-1:TW-pro-0:TW-con-0","23"
"1.931","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","oldestTree","Knowable Eyewitness","Knowable ","media",70,44,FALSE,FALSE,"for",TRUE,70,44,-26,"contested","pro","con","2","2",0.5,1,32.84545,"agrees:disagrees:disagrees:agrees","TW-0:TW-pro-0:TW-con-1:TW-con-0:TW-pro-1","15"
"1.1031","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","onlineLearning","Unknowable Expert","Unknowable","media",18,20,TRUE,TRUE,"against",FALSE,18,20,2,"independent","pro",NA,"4","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-3:TW-pro-1:TW-pro-2","3"
"1.1141","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","paintingFound","Knowable Eyewitness","Knowable ","media",19,20,TRUE,TRUE,"against",FALSE,19,20,1,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-1:TW-con-1:TW-pro-0","29"
"1.1233","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","plastic","Unknowable Preference","Unknowable","uni",100,100,TRUE,FALSE,"for",FALSE,0,0,0,"dependent","con",NA,"1","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-3:TW-con-1:TW-con-2","12"
"1.1331","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","pumpkin","Knowable Eyewitness","Knowable ","media",88,100,FALSE,FALSE,"for",FALSE,88,100,12,"dependent","pro",NA,"1","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-2:TW-pro-0","0"
"1.1431","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","readingFiction","Unknowable Expert","Unknowable","uni",86,60,FALSE,FALSE,"for",FALSE,86,60,-26,"contested","pro","con","2","2",0.5,1,32.84545,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-1:TW-con-0","8"
"1.1531","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","regulateCrypto","Unknowable Expert","Unknowable","uni",20,11,FALSE,TRUE,"against",FALSE,80,89,9,"dependent","con",NA,"1","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-1:TW-con-0","13"
"1.1631","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","returnTheLoot","Unknowable Preference","Unknowable","media",0,0,FALSE,TRUE,"against",FALSE,100,100,0,"dependent","con",NA,"1","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-2:TW-con-3:TW-con-1","18"
"1.1731","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","security","Unknowable Expert","Unknowable","media",68,77,FALSE,FALSE,"for",FALSE,68,77,9,"dependent","pro",NA,"1","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-2:TW-pro-0:TW-pro-1","25"
"1.1831","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","shortestWar","Knowable Facts","Knowable ","media",34,10,FALSE,TRUE,"against",FALSE,66,90,24,"independent","con",NA,"4","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-0:TW-con-2:TW-con-3","1"
"1.1931","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","sinkhole","Knowable Eyewitness","Knowable ","media",85,54,FALSE,FALSE,"for",FALSE,85,54,-31,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-0:TW-con-1:TW-pro-1","6"
"1.2031","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","spaceEx","Unknowable Preference","Unknowable","uni",11,29,TRUE,TRUE,"against",FALSE,11,29,18,"dependent","pro",NA,"1","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-1:TW-pro-0:TW-pro-3","16"
"1.2141","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","superPower","Unknowable Preference","Unknowable","media",100,100,FALSE,FALSE,"for",FALSE,100,100,0,"independent","pro",NA,"4","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-1:TW-pro-3:TW-pro-2","24"
"1.2233","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","tourism","Unknowable Expert","Unknowable","media",100,63,TRUE,FALSE,"for",FALSE,0,37,37,"independent","con",NA,"4","0",0.5,0.75,32.84545,"agrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-1:TW-con-0:TW-con-2","19"
"1.2331","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","transportation","Unknowable Expert","Unknowable","uni",100,95,FALSE,FALSE,"for",FALSE,100,95,-5,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-0:TW-pro-1","20"
"1.2431","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","venus","Knowable Facts","Knowable ","uni",94,28,TRUE,FALSE,"for",TRUE,6,72,66,"independent","con",NA,"4","0",0.5,1,32.84545,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-0:TW-con-3:TW-con-1","27"
"1.2531","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","votingAge","Unknowable Preference","Unknowable","uni",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"independent","pro",NA,"4","0",0.5,1,32.84545,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-0:TW-pro-2","7"
"1.2631","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","warArtifact","Knowable Eyewitness","Knowable ","uni",83,55,FALSE,FALSE,"for",FALSE,83,55,-28,"contested","pro","con","2","2",0.5,1,32.84545,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-1:TW-con-1:TW-pro-0","5"
"1.2731","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","winningCookies","Knowable Eyewitness","Knowable ","media",100,50,FALSE,FALSE,"for",FALSE,100,50,-50,"contested","pro","con","2","2",0.5,1,32.84545,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-0:TW-con-1:TW-pro-1:TW-con-0","28"
"1.2831","23","789f1756-b0a6-4a99-ae11-38969c6ef0f5","1","B","workFromHome","Unknowable Expert","Unknowable","uni",63,66,TRUE,FALSE,"for",FALSE,37,34,-3,"independent","con",NA,"4","0",0.5,0.75,32.84545,"disagrees:disagrees:disagrees:agrees","TW-0:TW-con-0:TW-con-1:TW-con-3:TW-con-2","9"
