"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"150","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","artsAndCulture","Unknowable Preference","Unknowable","uni",67,41,TRUE,FALSE,"for",TRUE,33,59,26,"dependent","con",NA,"1","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-3:TW-con-0:TW-con-1","25"
"1.1178","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","dozen","Knowable Facts","Knowable ","media",84,57,FALSE,FALSE,"for",FALSE,84,57,-27,"contested","pro","con","2","2",0.5,1,20.0356333333333,"agrees:disagrees:disagrees:agrees","TW-0:TW-pro-0:TW-con-1:TW-con-0:TW-pro-1","11"
"1.2178","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","jellyfish","Knowable Facts","Knowable ","uni",65,85,FALSE,FALSE,"for",FALSE,65,85,20,"independent","pro",NA,"4","0",0.5,1,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-2:TW-pro-0:TW-pro-1","29"
"1.350","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","longestWithoutSleep","Knowable Facts","Knowable ","media",25,12,FALSE,TRUE,"against",FALSE,75,88,13,"independent","con",NA,"4","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-1:TW-con-0:TW-con-2","17"
"1.450","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","loudestShout","Knowable Facts","Knowable ","media",67,21,TRUE,FALSE,"for",TRUE,33,79,46,"dependent","con",NA,"1","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-3:TW-con-1:TW-con-2","28"
"1.550","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","militaryService","Unknowable Preference","Unknowable","media",37,39,TRUE,TRUE,"against",FALSE,37,39,2,"contested","pro","con","2","2",0.5,1,20.0356333333333,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-0:TW-con-0:TW-pro-1:TW-con-1","19"
"1.650","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","minorEarthquake","Knowable Eye witness","Knowable ","media",69,24,TRUE,FALSE,"for",TRUE,31,76,45,"dependent","con",NA,"1","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-3:TW-con-0:TW-con-1","23"
"1.750","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","nerd","Knowable Facts","Knowable ","media",57,21,TRUE,FALSE,"for",TRUE,43,79,36,"dependent","con",NA,"1","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-2:TW-con-1:TW-con-3","0"
"1.850","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","noSmoking","Unknowable Preference","Unknowable","media",73,86,FALSE,FALSE,"for",FALSE,73,86,13,"dependent","pro",NA,"1","0",0.5,1,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-2:TW-pro-3:TW-pro-0","10"
"1.950","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","oldestTree","Knowable Eye witness","Knowable ","media",61,84,TRUE,FALSE,"for",FALSE,39,16,-23,"dependent","con",NA,"1","0",0.5,0,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-con-3:TW-con-2:TW-con-1:TW-con-0","4"
"1.1050","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","onlineLearning","Unknowable Expert","Unknowable","media",41,74,TRUE,TRUE,"against",TRUE,41,74,33,"dependent","pro",NA,"1","0",0.5,1,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-0:TW-pro-3:TW-pro-1","7"
"1.1179","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","paintingFound","Knowable Eye witness","Knowable ","media",64,19,TRUE,FALSE,"for",TRUE,36,81,45,"independent","con",NA,"4","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-2:TW-con-3:TW-con-1","6"
"1.1252","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","plastic","Unknowable Preference","Unknowable","uni",83,59,TRUE,FALSE,"for",FALSE,17,41,24,"independent","con",NA,"4","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-3:TW-con-0:TW-con-2","18"
"1.1350","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","pumpkin","Knowable Eye witness","Knowable ","media",68,55,FALSE,FALSE,"for",FALSE,68,55,-13,"contested","pro","con","2","2",0.5,1,20.0356333333333,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-0:TW-pro-1","13"
"1.1450","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","readingFiction","Unknowable Expert","Unknowable","uni",74,86,FALSE,FALSE,"for",FALSE,74,86,12,"contested","pro","con","2","2",0.5,0.75,20.0356333333333,"agrees:disagrees:agrees:agrees","TW-0:TW-con-0:TW-con-1:TW-pro-0:TW-pro-1","24"
"1.1550","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","regulateCrypto","Unknowable Expert","Unknowable","uni",60,54,FALSE,FALSE,"for",FALSE,60,54,-6,"contested","pro","con","2","2",0.5,1,20.0356333333333,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-1:TW-pro-0:TW-con-0:TW-pro-1","16"
"1.1650","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","returnTheLoot","Unknowable Preference","Unknowable","media",20,35,TRUE,TRUE,"against",FALSE,20,35,15,"contested","pro","con","2","2",0.5,1,20.0356333333333,"disagrees:disagrees:agrees:agrees","TW-0:TW-con-1:TW-con-0:TW-pro-1:TW-pro-0","20"
"1.1750","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","security","Unknowable Expert","Unknowable","media",56,50,FALSE,FALSE,"for",FALSE,56,50,-6,"contested","pro","con","2","2",0.5,1,20.0356333333333,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-0:TW-con-1:TW-pro-1","15"
"1.1850","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","shortestWar","Knowable Facts","Knowable ","media",65,80,FALSE,FALSE,"for",FALSE,65,80,15,"independent","pro",NA,"4","0",0.5,1,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-0:TW-pro-3:TW-pro-2","22"
"1.1950","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","sinkhole","Knowable Eye witness","Knowable ","media",69,54,FALSE,FALSE,"for",FALSE,69,54,-15,"contested","pro","con","2","2",0.5,1,20.0356333333333,"disagrees:agrees:agrees:disagrees","TW-0:TW-con-1:TW-pro-1:TW-pro-0:TW-con-0","5"
"1.2050","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","spaceEx","Unknowable Preference","Unknowable","uni",61,17,TRUE,FALSE,"for",TRUE,39,83,44,"independent","con",NA,"4","0",0.5,1,20.0356333333333,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-0:TW-con-2:TW-con-1","12"
"1.2179","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","superPower","Unknowable Preference","Unknowable","media",64,63,FALSE,FALSE,"for",FALSE,64,63,-1,"contested","pro","con","2","2",0.5,1,20.0356333333333,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-0:TW-con-0:TW-pro-1:TW-con-1","21"
"1.2252","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","tourism","Unknowable Expert","Unknowable","media",68,61,FALSE,FALSE,"for",FALSE,68,61,-7,"contested","pro","con","2","2",0.5,1,20.0356333333333,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-0:TW-pro-1:TW-con-0:TW-con-1","26"
"1.2350","38","9c24cfef-b761-4786-98a5-0b36b9d8c700","2","A","transportation","Unknowable Expert","Unknowable","uni",75,86,FALSE,FALSE,"for",FALSE,75,86,11,"independent","pro",NA,"4","0",0.5,1,20.0356333333333,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-2:TW-pro-0","3"
