"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"1106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","aiBan","Unknowable Expert","Unknowable","uni",90,90,TRUE,FALSE,"for",FALSE,10,10,0,"independent","con",NA,"4","0",0.5,1,28.6764,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-1:TW-con-0","9"
"1.1408","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","avocado","Unknowable Expert","Unknowable","media",80,80,FALSE,FALSE,"for",FALSE,80,80,0,"dependent","pro",NA,"1","0",0.5,1,28.6764,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-0:TW-pro-1:TW-pro-2","6"
"1.2408","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","bank","Knowable Facts","Knowable ","media",80,30,TRUE,FALSE,"for",TRUE,20,70,50,"dependent","con",NA,"1","0",0.5,1,28.6764,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-0:TW-con-3:TW-con-1","21"
"1.3106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","beautyPageants","Unknowable Preference","Unknowable","media",97,90,TRUE,FALSE,"for",FALSE,3,10,7,"independent","con",NA,"4","0",0.5,0.75,28.6764,"agrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-0:TW-con-3:TW-con-2","16"
"1.4106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","books","Unknowable Preference","Unknowable","media",90,90,FALSE,FALSE,"for",FALSE,90,90,0,"dependent","pro",NA,"1","0",0.5,1,28.6764,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-1:TW-pro-0:TW-pro-2","26"
"1.5106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","burningBuilding","Knowable Eyewitness","Knowable ","media",65,90,FALSE,FALSE,"for",FALSE,65,90,25,"independent","pro",NA,"4","0",0.5,1,28.6764,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-1:TW-pro-0:TW-pro-3","29"
"1.6106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","chameleons","Knowable Facts","Knowable ","uni",80,70,FALSE,FALSE,"for",FALSE,80,70,-10,"contested","pro","con","2","2",0.5,1,28.6764,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-0:TW-con-1:TW-pro-1:TW-con-0","8"
"1.7106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","chessGrandmaster","Knowable Eyewitness","Knowable ","uni",70,70,FALSE,FALSE,"for",FALSE,70,70,0,"contested","pro","con","2","2",0.5,1,28.6764,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-1:TW-pro-1:TW-con-0:TW-pro-0","4"
"1.8106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","cleanCoal","Unknowable Expert","Unknowable","uni",70,70,FALSE,FALSE,"for",FALSE,70,70,0,"contested","pro","con","2","2",0.5,1,28.6764,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-1:TW-con-0:TW-pro-0:TW-con-1","11"
"1.9106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","cleopatra","Knowable Facts","Knowable ","media",78,31,TRUE,FALSE,"for",TRUE,22,69,47,"dependent","con",NA,"1","0",0.5,1,28.6764,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-1:TW-con-0","19"
"1.10106","66","d1538a00-e46b-4848-8f5f-03c90dc8ed42","2","B","cloud","Knowable Facts","Knowable ","uni",0,30,TRUE,TRUE,"against",FALSE,0,30,30,"independent","pro",NA,"4","0",0.5,1,28.6764,"agrees:agrees:agrees:agrees","TW-0:TW-pro-3:TW-pro-2:TW-pro-0:TW-pro-1","23"
