"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"175","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","artsAndCulture","Unknowable Preference","Unknowable","uni",100,90,FALSE,FALSE,"for",FALSE,100,90,-10,"contested","pro","con","2","2",0.5,1,30.5017166666667,"agrees:agrees:disagrees:disagrees","TW-0:TW-pro-1:TW-pro-0:TW-con-0:TW-con-1","9"
"1.1281","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","dozen","Knowable Facts","Knowable ","media",40,100,TRUE,TRUE,"against",TRUE,40,100,60,"independent","pro",NA,"4","0",0.5,1,30.5017166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-0:TW-pro-2:TW-pro-3","4"
"1.2281","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","jellyfish","Knowable Facts","Knowable ","uni",65,0,TRUE,FALSE,"for",TRUE,35,100,65,"independent","con",NA,"4","0",0.5,1,30.5017166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-2:TW-con-0:TW-con-3","2"
"1.375","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","longestWithoutSleep","Knowable Facts","Knowable ","media",30,100,TRUE,TRUE,"against",TRUE,30,100,70,"dependent","pro",NA,"1","0",0.5,1,30.5017166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","23"
"1.475","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","loudestShout","Knowable Facts","Knowable ","media",75,0,FALSE,FALSE,"for",TRUE,75,0,-75,"contested","pro","con","2","2",0.5,0.75,30.5017166666667,"agrees:disagrees:agrees:agrees","TW-0:TW-pro-1:TW-con-1:TW-con-0:TW-pro-0","7"
"1.575","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","militaryService","Unknowable Preference","Unknowable","media",0,0,TRUE,TRUE,"against",FALSE,0,0,0,"independent","pro",NA,"4","0",0.5,1,30.5017166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-1:TW-pro-3:TW-pro-0","27"
"1.675","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","minorEarthquake","Knowable Eyewitness","Knowable ","media",75,100,FALSE,FALSE,"for",FALSE,75,100,25,"independent","pro",NA,"4","0",0.5,1,30.5017166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-3:TW-pro-1:TW-pro-0","13"
"1.775","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","nerd","Knowable Facts","Knowable ","media",70,50,FALSE,FALSE,"for",FALSE,70,50,-20,"contested","pro","con","2","2",0.5,1,30.5017166666667,"agrees:disagrees:agrees:disagrees","TW-0:TW-pro-1:TW-con-1:TW-pro-0:TW-con-0","18"
"1.875","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","noSmoking","Unknowable Preference","Unknowable","media",25,40,TRUE,TRUE,"against",FALSE,25,40,15,"contested","pro","con","2","2",0.5,0.75,30.5017166666667,"agrees:agrees:disagrees:agrees","TW-0:TW-pro-1:TW-con-1:TW-con-0:TW-pro-0","5"
"1.975","51","73e2c6ca-c077-4840-a2ec-0b7d7908dfd7","1","B","oldestTree","Knowable Eyewitness","Knowable ","media",55,15,TRUE,FALSE,"for",TRUE,45,85,40,"dependent","con",NA,"1","0",0.5,1,30.5017166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-1:TW-con-0:TW-con-2:TW-con-3","15"
