"","participant","ANON_PID","session_number","claim_set","claim","claim_type","broad_claim_type","source","pre","post","original_stance_against_consensus","original_stance_against_claim","original_stance_claim","changed_mind","pre_adjusted","post_adjusted","update","consensus","side_A","side_B","nSources_A","nSources_B","prop_pro","trial_accuracy","total_duration","stances","tweetOrder","index"
"141","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","artsAndCulture","Unknowable Preference","Unknowable","uni",74,67,TRUE,FALSE,"for",FALSE,26,33,7,"independent","con",NA,"4","0",0.5,1,32.7145166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-0:TW-con-2:TW-con-3:TW-con-1","22"
"1.1160","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","dozen","Knowable Facts","Knowable ","media",93,95,TRUE,FALSE,"for",FALSE,7,5,-2,"dependent","con",NA,"1","0",0.5,1,32.7145166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-1:TW-con-2:TW-con-0","29"
"1.2160","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","jellyfish","Knowable Facts","Knowable ","uni",90,75,TRUE,FALSE,"for",FALSE,10,25,15,"dependent","con",NA,"1","0",0.5,1,32.7145166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-2:TW-con-1:TW-con-0:TW-con-3","0"
"1.341","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","longestWithoutSleep","Knowable Facts","Knowable ","media",65,65,FALSE,FALSE,"for",FALSE,65,65,0,"dependent","pro",NA,"1","0",0.5,1,32.7145166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-1:TW-pro-3:TW-pro-0:TW-pro-2","4"
"1.441","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","loudestShout","Knowable Facts","Knowable ","media",25,30,TRUE,TRUE,"against",FALSE,25,30,5,"dependent","pro",NA,"1","0",0.5,1,32.7145166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-0:TW-pro-1:TW-pro-3","2"
"1.541","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","militaryService","Unknowable Preference","Unknowable","media",79,70,FALSE,FALSE,"for",FALSE,79,70,-9,"dependent","pro",NA,"1","0",0.5,1,32.7145166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-0:TW-pro-1:TW-pro-2:TW-pro-3","23"
"1.641","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","minorEarthquake","Knowable Eye witness","Knowable ","media",83,84,FALSE,FALSE,"for",FALSE,83,84,1,"independent","pro",NA,"4","0",0.5,1,32.7145166666667,"agrees:agrees:agrees:agrees","TW-0:TW-pro-2:TW-pro-1:TW-pro-3:TW-pro-0","24"
"1.741","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","nerd","Knowable Facts","Knowable ","media",51,62,FALSE,FALSE,"for",FALSE,51,62,11,"contested","pro","con","2","2",0.5,1,32.7145166666667,"disagrees:agrees:disagrees:agrees","TW-0:TW-con-0:TW-pro-1:TW-con-1:TW-pro-0","16"
"1.841","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","noSmoking","Unknowable Preference","Unknowable","media",82,68,TRUE,FALSE,"for",FALSE,18,32,14,"independent","con",NA,"4","0",0.5,1,32.7145166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-2:TW-con-0:TW-con-1","11"
"1.941","32","7ec54ec8-1eec-4812-b496-80a823888e35","2","A","oldestTree","Knowable Eye witness","Knowable ","media",90,75,TRUE,FALSE,"for",FALSE,10,25,15,"independent","con",NA,"4","0",0.5,1,32.7145166666667,"disagrees:disagrees:disagrees:disagrees","TW-0:TW-con-3:TW-con-1:TW-con-2:TW-con-0","12"
